,block_num,tx_time,tx_from,tx_to,tx_amount,tx_fee,account_value
0x1588...68ec03,37851859,"Sep 07, 2020  21:38:24  /  UTC+9",0x1588...68ec03,0x2968...c4e5a8,-10000,0.000775,
0x2b2a...2a98b9,37851847,"Sep 07, 2020  21:38:12  /  UTC+9",0x2b2a...2a98b9,0x2968...c4e5a8,-100,0.000775,
0x1bd2...1f173c,37851834,"Sep 07, 2020  21:37:59  /  UTC+9",0x1bd2...1f173c,0x2968...c4e5a8,0,0.001677...,
0xf9c7...dd1abd,37851615,"Sep 07, 2020  21:34:20  /  UTC+9",0xf9c7...dd1abd,0x2968...c4e5a8,3820,0.000775,
0x52cc...9e15a0,37851506,"Sep 07, 2020  21:32:31  /  UTC+9",0x52cc...9e15a0,0x2968...c4e5a8,-3820,0.000775,
0x5d85...638b23,37851415,"Sep 07, 2020  21:31:00  /  UTC+9",0x5d85...638b23,0x2968...c4e5a8,69998,0.000775,
0x6a6e...d1eb1b,37851279,"Sep 07, 2020  21:28:44  /  UTC+9",0x6a6e...d1eb1b,0x2968...c4e5a8,30031,0.000775,
0x58cb...d3abb2,37851142,"Sep 07, 2020  21:26:27  /  UTC+9",0x58cb...d3abb2,0x2968...c4e5a8,10000,0.000775,
0x9e4f...37ff5d,37850867,"Sep 07, 2020  21:21:52  /  UTC+9",0x9e4f...37ff5d,0x2968...c4e5a8,-5019,0.000775,
0x0e40...a6697a,37850814,"Sep 07, 2020  21:20:59  /  UTC+9",0x0e40...a6697a,0x2968...c4e5a8,10000,0.000775,
0xeca8...09ff3d,37850743,"Sep 07, 2020  21:19:48  /  UTC+9",0xeca8...09ff3d,0x2968...c4e5a8,50,0.000775,
0x270f...f71b80,37852945,"Sep 07, 2020  21:56:30  /  UTC+9",0x270f...f71b80,0x2968...c4e5a8,-14953,0.000775,
0x59e1...c2f8c7,37853372,"Sep 07, 2020  22:03:37  /  UTC+9",0x59e1...c2f8c7,0x2968...c4e5a8,1000,0.000775,
0xf67e...84e835,37853645,"Sep 07, 2020  22:08:10  /  UTC+9",0xf67e...84e835,0x2968...c4e5a8,-23000,0.000775,
0x3a75...e84c58,37853632,"Sep 07, 2020  22:07:57  /  UTC+9",0x3a75...e84c58,0x2968...c4e5a8,100,0.000775,
0xd3cb...cd5690,37854035,"Sep 07, 2020  22:14:40  /  UTC+9",0xd3cb...cd5690,0x2968...c4e5a8,0,0.001660...,
0x3bed...7651d8,37854238,"Sep 07, 2020  22:18:03  /  UTC+9",0x3bed...7651d8,0x2968...c4e5a8,0,0.001660...,
0xed79...377819,37854412,"Sep 07, 2020  22:20:57  /  UTC+9",0xed79...377819,0x2968...c4e5a8,50,0.000775,
0x4632...4b53c5,37854506,"Sep 07, 2020  22:22:31  /  UTC+9",0x4632...4b53c5,0x2968...c4e5a8,0,0.001660...,
0x75c4...0a2563,37854810,"Sep 07, 2020  22:27:35  /  UTC+9",0x75c4...0a2563,0x2968...c4e5a8,5000,0.000775,
0xb93e...2fb6ab,37855144,"Sep 07, 2020  22:33:09  /  UTC+9",0xb93e...2fb6ab,0x2968...c4e5a8,5,0.000775,
0x3ba3...1de3ec,37855280,"Sep 07, 2020  22:35:25  /  UTC+9",0x3ba3...1de3ec,0x2968...c4e5a8,50,0.000775,
0x67fc...cba8af,37855209,"Sep 07, 2020  22:34:14  /  UTC+9",0x67fc...cba8af,0x2968...c4e5a8,0,0.001660...,
0xceb0...18e283,37855477,"Sep 07, 2020  22:38:42  /  UTC+9",0xceb0...18e283,0x2968...c4e5a8,0,0.001660...,
0xb65d...acf718,37855748,"Sep 07, 2020  22:43:13  /  UTC+9",0xb65d...acf718,0x2968...c4e5a8,50,0.000775,
0x2604...6277d4,37855680,"Sep 07, 2020  22:42:05  /  UTC+9",0x2604...6277d4,0x2968...c4e5a8,5,0.000775,
0xbc4a...eadafe,37855881,"Sep 07, 2020  22:45:26  /  UTC+9",0xbc4a...eadafe,0x2968...c4e5a8,49990,0.000775,
0x4691...67293d,37856684,"Sep 07, 2020  22:58:49  /  UTC+9",0x4691...67293d,0x2968...c4e5a8,-50,0.000775,
0xf1a3...7f95b6,37856653,"Sep 07, 2020  22:58:18  /  UTC+9",0xf1a3...7f95b6,0x2968...c4e5a8,15421,0.000775,
0x1767...19b1fe,37856987,"Sep 07, 2020  23:03:52  /  UTC+9",0x1767...19b1fe,0x2968...c4e5a8,51,0.000775,
0x7e38...2c2576,37856983,"Sep 07, 2020  23:03:48  /  UTC+9",0x7e38...2c2576,0x2968...c4e5a8,249,0.000775,
0x735e...ed14de,37857134,"Sep 07, 2020  23:06:19  /  UTC+9",0x735e...ed14de,0x2968...c4e5a8,-176,0.000775,
0xda9d...ee7ea7,37857250,"Sep 07, 2020  23:08:15  /  UTC+9",0xda9d...ee7ea7,0x2968...c4e5a8,176,0.000775,
0x900f...ef79b8,37858468,"Sep 07, 2020  23:28:33  /  UTC+9",0x900f...ef79b8,0x2968...c4e5a8,8750,0.000775,
0x5949...d97102,37859092,"Sep 07, 2020  23:38:57  /  UTC+9",0x5949...d97102,0x2968...c4e5a8,-844,0.000775,
0xebba...d748b1,37859353,"Sep 07, 2020  23:43:18  /  UTC+9",0xebba...d748b1,0x2968...c4e5a8,-909,0.000775,
0xf67e...a5f272,37859753,"Sep 07, 2020  23:49:58  /  UTC+9",0xf67e...a5f272,0x2968...c4e5a8,5,0.000775,
0x7f2f...d240a5,37859893,"Sep 07, 2020  23:52:18  /  UTC+9",0x7f2f...d240a5,0x2968...c4e5a8,15,0.000775,
0x11a0...8f220f,37860606,"Sep 08, 2020  00:04:11  /  UTC+9",0x11a0...8f220f,0x2968...c4e5a8,16,0.000775,
0xaa1c...a5cd13,37860536,"Sep 08, 2020  00:03:01  /  UTC+9",0xaa1c...a5cd13,0x2968...c4e5a8,50,0.000775,
0x0ab2...43eddc,37860801,"Sep 08, 2020  00:07:26  /  UTC+9",0x0ab2...43eddc,0x2968...c4e5a8,16720,0.000775,
0x3e68...263083,37860932,"Sep 08, 2020  00:09:37  /  UTC+9",0x3e68...263083,0x2968...c4e5a8,-24884,0.000775,
0x4ab1...a00b3f,37861319,"Sep 08, 2020  00:16:04  /  UTC+9",0x4ab1...a00b3f,0x2968...c4e5a8,3509,0.000775,
0x0a1d...b88a5b,37862346,"Sep 08, 2020  00:33:11  /  UTC+9",0x0a1d...b88a5b,0x2968...c4e5a8,5000,0.000775,
0x84a9...10660c,37862651,"Sep 08, 2020  00:38:16  /  UTC+9",0x84a9...10660c,0x2968...c4e5a8,-89394,0.000775,
0x0153...55fc75,37863356,"Sep 08, 2020  00:50:01  /  UTC+9",0x0153...55fc75,0x2968...c4e5a8,-3,0.000775,
0xe0bb...132f0e,37863557,"Sep 08, 2020  00:53:22  /  UTC+9",0xe0bb...132f0e,0x2968...c4e5a8,-24884,0.000775,
0x5c0f...e5b675,37863885,"Sep 08, 2020  00:58:50  /  UTC+9",0x5c0f...e5b675,0x2968...c4e5a8,-1,0.000775,
0xdbab...ca16c3,37864082,"Sep 08, 2020  01:02:07  /  UTC+9",0xdbab...ca16c3,0x2968...c4e5a8,21491,0.000775,
0x8ac3...61e0cd,37864779,"Sep 08, 2020  01:13:44  /  UTC+9",0x8ac3...61e0cd,0x2968...c4e5a8,-1000,0.000775,
0x9691...ad1bc3,37865356,"Sep 08, 2020  01:23:21  /  UTC+9",0x9691...ad1bc3,0x2968...c4e5a8,-13839,0.000775,
0x2f9f...4de2bd,37865497,"Sep 08, 2020  01:25:42  /  UTC+9",0x2f9f...4de2bd,0x2968...c4e5a8,26,0.000775,
0xb369...3c47bc,37865425,"Sep 08, 2020  01:24:30  /  UTC+9",0xb369...3c47bc,0x2968...c4e5a8,40000,0.000775,
0x09bb...35c380,37866065,"Sep 08, 2020  01:35:10  /  UTC+9",0x09bb...35c380,0x2968...c4e5a8,-23000,0.000775,
0xb770...dcd94e,37866399,"Sep 08, 2020  01:40:52  /  UTC+9",0xb770...dcd94e,0x2968...c4e5a8,50,0.000775,
0x019b...34b5f4,37866856,"Sep 08, 2020  01:48:53  /  UTC+9",0x019b...34b5f4,0x2968...c4e5a8,-166,0.000775,
0x3e24...879d2e,37907566,"Sep 08, 2020  13:08:00  /  UTC+9",0x3e24...879d2e,0x2968...c4e5a8,-200,0.000775,152632995.0
0x7a4c...b0c4f7,37907487,"Sep 08, 2020  13:06:41  /  UTC+9",0x7a4c...b0c4f7,0x2968...c4e5a8,50,0.000775,152632995.0
0x8648...519c31,37907030,"Sep 08, 2020  12:59:04  /  UTC+9",0x8648...519c31,0x2968...c4e5a8,100,0.000775,152632995.0
0x08f2...6ac5f1,37906860,"Sep 08, 2020  12:56:14  /  UTC+9",0x08f2...6ac5f1,0x2968...c4e5a8,-14144,0.000775,152632995.0
0xd30c...2c7fe9,37906649,"Sep 08, 2020  12:52:43  /  UTC+9",0xd30c...2c7fe9,0x2968...c4e5a8,-215,0.000775,152632995.0
0x9717...8ae797,37906509,"Sep 08, 2020  12:50:23  /  UTC+9",0x9717...8ae797,0x2968...c4e5a8,-100,0.000775,152632995.0
0xda99...e9a22a,37906497,"Sep 08, 2020  12:50:11  /  UTC+9",0xda99...e9a22a,0x2968...c4e5a8,-1404,0.000775,152632995.0
0x830c...044ead,37906357,"Sep 08, 2020  12:47:51  /  UTC+9",0x830c...044ead,0x2968...c4e5a8,-25073,0.000775,152632995.0
0xa613...553c24,37905547,"Sep 08, 2020  12:34:21  /  UTC+9",0xa613...553c24,0x2968...c4e5a8,50,0.000775,152632995.0
0x7a78...bfba51,37905279,"Sep 08, 2020  12:29:53  /  UTC+9",0x7a78...bfba51,0x2968...c4e5a8,-938,0.000775,152632995.0
0x2f81...f7d6d8,37904443,"Sep 08, 2020  12:15:57  /  UTC+9",0x2f81...f7d6d8,0x2968...c4e5a8,-20000,0.000775,152632995.0
0xb075...75114a,37904323,"Sep 08, 2020  12:13:57  /  UTC+9",0xb075...75114a,0x2968...c4e5a8,3300,0.000775,152632995.0
0x4a47...6d4d9b,37904251,"Sep 08, 2020  12:12:45  /  UTC+9",0x4a47...6d4d9b,0x2968...c4e5a8,1896,0.000775,152632995.0
0x25bb...daba68,37904181,"Sep 08, 2020  12:11:35  /  UTC+9",0x25bb...daba68,0x2968...c4e5a8,-646,0.000775,152632995.0
0xc61c...e902ad,37903990,"Sep 08, 2020  12:08:24  /  UTC+9",0xc61c...e902ad,0x2968...c4e5a8,799,0.000775,152632995.0
0xdb5e...4694bb,37909588,"Sep 08, 2020  13:41:42  /  UTC+9",0xdb5e...4694bb,0x2968...c4e5a8,-1197,0.000775,152631803.0
0xda91...52fd47,37909669,"Sep 08, 2020  13:43:03  /  UTC+9",0xda91...52fd47,0x2968...c4e5a8,5,0.000775,152631803.0
0xc623...7cdc68,37909802,"Sep 08, 2020  13:45:16  /  UTC+9",0xc623...7cdc68,0x2968...c4e5a8,9,0.000775,152631812.0
0x854f...53290b,37910354,"Sep 08, 2020  13:54:28  /  UTC+9",0x854f...53290b,0x2968...c4e5a8,-1,0.000775,152631811.0
0x8193...e0b7eb,37910494,"Sep 08, 2020  13:56:48  /  UTC+9",0x8193...e0b7eb,0x2968...c4e5a8,-10000,0.000775,152621811.0
0x0a7c...287782,37910567,"Sep 08, 2020  13:58:01  /  UTC+9",0x0a7c...287782,0x2968...c4e5a8,-561,0.000775,152618680.0
0xd9ac...7edfac,37910579,"Sep 08, 2020  13:58:13  /  UTC+9",0xd9ac...7edfac,0x2968...c4e5a8,-2569,0.000775,152618680.0
0xe7be...7862fb,37910652,"Sep 08, 2020  13:59:26  /  UTC+9",0xe7be...7862fb,0x2968...c4e5a8,0,0.001652...,152618680.0
0x12ef...b2ad8a,37910789,"Sep 08, 2020  14:01:43  /  UTC+9",0x12ef...b2ad8a,0x2968...c4e5a8,-10,0.000775,152618677.0
0xc393...6e9b54,37910774,"Sep 08, 2020  14:01:28  /  UTC+9",0xc393...6e9b54,0x2968...c4e5a8,6,0.000775,152618677.0
0xdb42...1c5492,37910974,"Sep 08, 2020  14:04:48  /  UTC+9",0xdb42...1c5492,0x2968...c4e5a8,1,0.000775,152618678.0
0x4df0...3ab452,37911108,"Sep 08, 2020  14:07:02  /  UTC+9",0x4df0...3ab452,0x2968...c4e5a8,45000,0.000775,152663678.0
0xb5bd...05ad6b,37911246,"Sep 08, 2020  14:09:20  /  UTC+9",0xb5bd...05ad6b,0x2968...c4e5a8,-25464,0.000775,152638213.0
0x14f6...a329ed,37911626,"Sep 08, 2020  14:15:40  /  UTC+9",0x14f6...a329ed,0x2968...c4e5a8,20,0.000775,152638233.0
0x9a25...418b9b,37911895,"Sep 08, 2020  14:20:09  /  UTC+9",0x9a25...418b9b,0x2968...c4e5a8,-155,0.000775,152638078.0
0x00d2...c0d358,37912658,"Sep 08, 2020  14:32:52  /  UTC+9",0x00d2...c0d358,0x2968...c4e5a8,-1270,0.000775,152636808.0
0x54b3...f66b65,37912858,"Sep 08, 2020  14:36:12  /  UTC+9",0x54b3...f66b65,0x2968...c4e5a8,-25464,0.000775,152616844.0
0x6377...6be192,37912852,"Sep 08, 2020  14:36:06  /  UTC+9",0x6377...6be192,0x2968...c4e5a8,5501,0.000775,152616844.0
0x6e61...c357e4,37913058,"Sep 08, 2020  14:39:32  /  UTC+9",0x6e61...c357e4,0x2968...c4e5a8,-621,0.000775,152616223.0
0x4f7c...e6922d,37913191,"Sep 08, 2020  14:41:45  /  UTC+9",0x4f7c...e6922d,0x2968...c4e5a8,-10000,0.000775,152606223.0
0x77e3...eb7789,37913334,"Sep 08, 2020  14:44:08  /  UTC+9",0x77e3...eb7789,0x2968...c4e5a8,-10370,0.000775,152595853.0
0xe115...a0a6fe,37914046,"Sep 08, 2020  14:56:00  /  UTC+9",0xe115...a0a6fe,0x2968...c4e5a8,-1298,0.000775,152594555.0
0x51e8...627e17,37914180,"Sep 08, 2020  14:58:14  /  UTC+9",0x51e8...627e17,0x2968...c4e5a8,-20000,0.000775,152574555.0
0x321d...506a38,37916485,"Sep 08, 2020  15:36:39  /  UTC+9",0x321d...506a38,0x2968...c4e5a8,-2094,0.000775,152565390.0
0x68f3...ca829d,37916268,"Sep 08, 2020  15:33:02  /  UTC+9",0x68f3...ca829d,0x2968...c4e5a8,5896,0.000775,152565390.0
0x39b3...989316,37916199,"Sep 08, 2020  15:31:53  /  UTC+9",0x39b3...989316,0x2968...c4e5a8,5798,0.000775,152565390.0
0x2adf...1f8a7e,37915903,"Sep 08, 2020  15:26:57  /  UTC+9",0x2adf...1f8a7e,0x2968...c4e5a8,-2990,0.000775,152565390.0
0x87c8...589800,37915890,"Sep 08, 2020  15:26:44  /  UTC+9",0x87c8...589800,0x2968...c4e5a8,-16024,0.000775,152565390.0
0x63bb...3ffb2f,37915871,"Sep 08, 2020  15:26:25  /  UTC+9",0x63bb...3ffb2f,0x2968...c4e5a8,250,0.000775,152565390.0
0x85b5...dd187b,37917555,"Sep 08, 2020  15:54:29  /  UTC+9",0x85b5...dd187b,0x2968...c4e5a8,80085,0.000775,152645475.0
0xea06...c704f4,37918081,"Sep 08, 2020  16:03:15  /  UTC+9",0xea06...c704f4,0x2968...c4e5a8,-3942,0.000775,152641436.0
0x5c9a...d63296,37917816,"Sep 08, 2020  15:58:50  /  UTC+9",0x5c9a...d63296,0x2968...c4e5a8,-96,0.000775,152641436.0
0x20ef...4ff638,37918145,"Sep 08, 2020  16:04:19  /  UTC+9",0x20ef...4ff638,0x2968...c4e5a8,1,0.000775,152641437.0
0x91c2...26c9d8,37919228,"Sep 08, 2020  16:22:22  /  UTC+9",0x91c2...26c9d8,0x2968...c4e5a8,-1,0.000775,152641436.0
0xc5d0...67f876,37919362,"Sep 08, 2020  16:24:36  /  UTC+9",0xc5d0...67f876,0x2968...c4e5a8,-673,0.000775,152640762.0
0x7fe2...fbcf5a,37919817,"Sep 08, 2020  16:32:11  /  UTC+9",0x7fe2...fbcf5a,0x2968...c4e5a8,5,0.000775,152640767.0
0x8c81...f59ac7,37920012,"Sep 08, 2020  16:35:26  /  UTC+9",0x8c81...f59ac7,0x2968...c4e5a8,70000,0.000775,152710767.0
0xaf10...0a7fe6,37920597,"Sep 08, 2020  16:45:11  /  UTC+9",0xaf10...0a7fe6,0x2968...c4e5a8,100,0.000775,152710787.0
0xe1d0...a42e01,37920569,"Sep 08, 2020  16:44:43  /  UTC+9",0xe1d0...a42e01,0x2968...c4e5a8,-80,0.000775,152710787.0
0xd0f6...e30648,37920769,"Sep 08, 2020  16:48:03  /  UTC+9",0xd0f6...e30648,0x2968...c4e5a8,-211,0.000775,152710575.0
0x2f26...7d5dc9,37921409,"Sep 08, 2020  16:58:43  /  UTC+9",0x2f26...7d5dc9,0x2968...c4e5a8,-1050,0.000775,152731344.0
0x2ab0...867c4a,37921177,"Sep 08, 2020  16:54:51  /  UTC+9",0x2ab0...867c4a,0x2968...c4e5a8,21819,0.000775,152731344.0
0xd776...cc9a84,37921550,"Sep 08, 2020  17:01:04  /  UTC+9",0xd776...cc9a84,0x2968...c4e5a8,-2074,0.000775,152730320.0
0x1cb6...722946,37921506,"Sep 08, 2020  17:00:20  /  UTC+9",0x1cb6...722946,0x2968...c4e5a8,1050,0.000775,152730320.0
0x61ea...9f2a50,37921573,"Sep 08, 2020  17:01:27  /  UTC+9",0x61ea...9f2a50,0x2968...c4e5a8,26,0.000775,152730346.0
0x2e1b...254486,37921781,"Sep 08, 2020  17:04:55  /  UTC+9",0x2e1b...254486,0x2968...c4e5a8,67046,0.000775,152797442.0
0xb570...5975b9,37921709,"Sep 08, 2020  17:03:43  /  UTC+9",0xb570...5975b9,0x2968...c4e5a8,50,0.000775,152797442.0
0x4521...967018,37921872,"Sep 08, 2020  17:06:26  /  UTC+9",0x4521...967018,0x2968...c4e5a8,-100,0.000775,152797342.0
0x24d9...3b3a00,37922139,"Sep 08, 2020  17:10:53  /  UTC+9",0x24d9...3b3a00,0x2968...c4e5a8,-100,0.000775,152797242.0
0x078e...9a3faa,37922237,"Sep 08, 2020  17:12:31  /  UTC+9",0x078e...9a3faa,0x2968...c4e5a8,332676,0.000775,153129919.0
0x6644...1af12d,37922309,"Sep 08, 2020  17:13:43  /  UTC+9",0x6644...1af12d,0x2968...c4e5a8,11000,0.000775,153140919.0
0x8fa1...9db973,37922341,"Sep 08, 2020  17:14:15  /  UTC+9",0x8fa1...9db973,0x2968...c4e5a8,-100,0.000775,153140819.0
0x0d4b...9e147f,37922353,"Sep 08, 2020  17:14:27  /  UTC+9",0x0d4b...9e147f,0x2968...c4e5a8,-15000,0.000775,153125819.0
0x22d6...423e68,37923102,"Sep 08, 2020  17:26:56  /  UTC+9",0x22d6...423e68,0x2968...c4e5a8,49,0.000775,153125868.0
0xf69e...fa514c,37923372,"Sep 08, 2020  17:31:26  /  UTC+9",0xf69e...fa514c,0x2968...c4e5a8,50,0.000775,153125918.0
0x2fd5...1fb23c,37923439,"Sep 08, 2020  17:32:33  /  UTC+9",0x2fd5...1fb23c,0x2968...c4e5a8,50,0.000775,153125968.0
0xbcd1...bcbb2a,37923750,"Sep 08, 2020  17:37:44  /  UTC+9",0xbcd1...bcbb2a,0x2968...c4e5a8,-3892,0.000775,153122076.0
0xf338...718822,37924078,"Sep 08, 2020  17:43:12  /  UTC+9",0xf338...718822,0x2968...c4e5a8,-232,0.000775,153121844.0
0x3874...656a3a,37924281,"Sep 08, 2020  17:46:35  /  UTC+9",0x3874...656a3a,0x2968...c4e5a8,5,0.000775,153121849.0
0x1f04...f3387a,37924860,"Sep 08, 2020  17:56:14  /  UTC+9",0x1f04...f3387a,0x2968...c4e5a8,5002,0.000775,153126851.0
0x87b7...da52cf,37925158,"Sep 08, 2020  18:01:12  /  UTC+9",0x87b7...da52cf,0x2968...c4e5a8,-25464,0.000775,153101387.0
0x70ef...cca282,37925711,"Sep 08, 2020  18:10:25  /  UTC+9",0x70ef...cca282,0x2968...c4e5a8,80,0.000775,153083168.0
0x9e66...726d48,37925674,"Sep 08, 2020  18:09:48  /  UTC+9",0x9e66...726d48,0x2968...c4e5a8,-25300,0.000775,153083168.0
0xf331...27fce6,37925449,"Sep 08, 2020  18:06:03  /  UTC+9",0xf331...27fce6,0x2968...c4e5a8,7000,0.000775,153083168.0
0x3c95...835d08,37925446,"Sep 08, 2020  18:06:00  /  UTC+9",0x3c95...835d08,0x2968...c4e5a8,1,0.000775,153083168.0
0xc81a...eca64d,37925845,"Sep 08, 2020  18:12:39  /  UTC+9",0xc81a...eca64d,0x2968...c4e5a8,5000,0.000775,153088168.0
0xbf78...4db34f,37926004,"Sep 08, 2020  18:15:18  /  UTC+9",0xbf78...4db34f,0x2968...c4e5a8,-6366,0.000775,153081802.0
0x85d6...ec7f6c,37927450,"Sep 08, 2020  18:39:24  /  UTC+9",0x85d6...ec7f6c,0x2968...c4e5a8,90,0.000775,153081892.0
0x2e87...7fcf20,37927902,"Sep 08, 2020  18:46:56  /  UTC+9",0x2e87...7fcf20,0x2968...c4e5a8,-20650,0.000775,153061242.0
0xfbb5...1e1299,37927975,"Sep 08, 2020  18:48:09  /  UTC+9",0xfbb5...1e1299,0x2968...c4e5a8,-1175,0.000775,153060066.0
0xf12c...f575cf,37928490,"Sep 08, 2020  18:56:44  /  UTC+9",0xf12c...f575cf,0x2968...c4e5a8,-2194,0.000775,153057871.0
0xd707...bdc1c9,37929071,"Sep 08, 2020  19:06:25  /  UTC+9",0xd707...bdc1c9,0x2968...c4e5a8,0,0.001284...,153057871.0
0x1605...0c937e,37929390,"Sep 08, 2020  19:11:44  /  UTC+9",0x1605...0c937e,0x2968...c4e5a8,-1076,0.000775,153056795.0
0x7800...eb6c8e,37930726,"Sep 08, 2020  19:34:00  /  UTC+9",0x7800...eb6c8e,0x2968...c4e5a8,-1872,0.000775,153054922.0
0x27e1...a0e5b3,37932076,"Sep 08, 2020  19:56:30  /  UTC+9",0x27e1...a0e5b3,0x2968...c4e5a8,1080,0.000775,153056002.0
0x1e62...eb0dc2,37932276,"Sep 08, 2020  19:59:50  /  UTC+9",0x1e62...eb0dc2,0x2968...c4e5a8,9400,0.000775,153065402.0
0xf224...e8df26,37932499,"Sep 08, 2020  20:03:33  /  UTC+9",0xf224...e8df26,0x2968...c4e5a8,-300,0.000775,153065102.0
0x961e...960504,37932700,"Sep 08, 2020  20:06:54  /  UTC+9",0x961e...960504,0x2968...c4e5a8,0,0.001284...,153065102.0
0xdd04...3b2891,37933965,"Sep 08, 2020  20:27:59  /  UTC+9",0xdd04...3b2891,0x2968...c4e5a8,-100,0.000775,153075002.0
0xe375...56a0ad,37933951,"Sep 08, 2020  20:27:45  /  UTC+9",0xe375...56a0ad,0x2968...c4e5a8,10000,0.000775,153075002.0
0xed2b...029b74,37934799,"Sep 08, 2020  20:41:53  /  UTC+9",0xed2b...029b74,0x2968...c4e5a8,-10000,0.000775,153065002.0
0x00e5...09cca8,37935248,"Sep 08, 2020  20:49:22  /  UTC+9",0x00e5...09cca8,0x2968...c4e5a8,-3461,0.000775,153061541.0
0x0f86...ea71ef,37935433,"Sep 08, 2020  20:52:27  /  UTC+9",0x0f86...ea71ef,0x2968...c4e5a8,1499,0.000775,153063040.0
0xd1fc...213a17,37936144,"Sep 08, 2020  21:04:18  /  UTC+9",0xd1fc...213a17,0x2968...c4e5a8,-41353,0.000775,153021687.0
0x838b...9b3b4b,37936908,"Sep 08, 2020  21:17:02  /  UTC+9",0x838b...9b3b4b,0x2968...c4e5a8,-1255,0.000775,153020456.0
0xa485...b3f086,37936854,"Sep 08, 2020  21:16:08  /  UTC+9",0xa485...b3f086,0x2968...c4e5a8,25,0.000775,153020456.0
0x75b0...6e23f7,37936920,"Sep 08, 2020  21:17:14  /  UTC+9",0x75b0...6e23f7,0x2968...c4e5a8,-12,0.000775,153020444.0
0x29b7...c29889,37937121,"Sep 08, 2020  21:20:35  /  UTC+9",0x29b7...c29889,0x2968...c4e5a8,-460,0.000775,153019984.0
0x2d99...a748df,37937954,"Sep 08, 2020  21:34:28  /  UTC+9",0x2d99...a748df,0x2968...c4e5a8,1,0.000775,153019985.0
0x13f1...b51976,37938012,"Sep 08, 2020  21:35:26  /  UTC+9",0x13f1...b51976,0x2968...c4e5a8,-1286,0.000775,153018699.0
0x950c...c685da,37938278,"Sep 08, 2020  21:39:52  /  UTC+9",0x950c...c685da,0x2968...c4e5a8,69000,0.000775,153087699.0
0x4382...811f93,37939318,"Sep 08, 2020  21:57:12  /  UTC+9",0x4382...811f93,0x2968...c4e5a8,40,0.000775,153099442.0
0x0fe4...d850de,37939314,"Sep 08, 2020  21:57:08  /  UTC+9",0x0fe4...d850de,0x2968...c4e5a8,11697,0.000775,153099442.0
0x43d9...30cbb5,37939179,"Sep 08, 2020  21:54:53  /  UTC+9",0x43d9...30cbb5,0x2968...c4e5a8,5,0.000775,153099442.0
0x9809...eb0543,37939598,"Sep 08, 2020  22:01:52  /  UTC+9",0x9809...eb0543,0x2968...c4e5a8,-25364,0.000775,153074077.0
0xb92a...612647,37939732,"Sep 08, 2020  22:04:06  /  UTC+9",0xb92a...612647,0x2968...c4e5a8,-1640,0.000775,153072437.0
0x5661...321137,37939904,"Sep 08, 2020  22:06:58  /  UTC+9",0x5661...321137,0x2968...c4e5a8,48,0.000775,153072485.0
0xc4aa...8d8cfd,37940248,"Sep 08, 2020  22:12:42  /  UTC+9",0xc4aa...8d8cfd,0x2968...c4e5a8,-25464,0.000775,153047071.0
0xc3cc...76d431,37940451,"Sep 08, 2020  22:16:05  /  UTC+9",0xc3cc...76d431,0x2968...c4e5a8,-1233,0.000775,153045837.0
0xa979...b6c74c,37940356,"Sep 08, 2020  22:14:30  /  UTC+9",0xa979...b6c74c,0x2968...c4e5a8,50,0.000775,153045837.0
0x1194...cc29aa,37941158,"Sep 08, 2020  22:27:52  /  UTC+9",0x1194...cc29aa,0x2968...c4e5a8,-50,0.000775,153045787.0
0x09f9...5bb2c9,37941259,"Sep 08, 2020  22:29:33  /  UTC+9",0x09f9...5bb2c9,0x2968...c4e5a8,500,0.000775,153046287.0
0x4d34...0289b1,37941419,"Sep 08, 2020  22:32:13  /  UTC+9",0x4d34...0289b1,0x2968...c4e5a8,-10000,0.000775,153036287.0
0x5612...5bd7ae,37941588,"Sep 08, 2020  22:35:02  /  UTC+9",0x5612...5bd7ae,0x2968...c4e5a8,100,0.000775,153036387.0
0xf648...4efb02,37941870,"Sep 08, 2020  22:39:44  /  UTC+9",0xf648...4efb02,0x2968...c4e5a8,-11964,0.000775,153024423.0
0xb43d...5c4411,37941977,"Sep 08, 2020  22:41:31  /  UTC+9",0xb43d...5c4411,0x2968...c4e5a8,11964,0.000775,153036387.0
0xa453...bda12a,37942826,"Sep 08, 2020  22:55:40  /  UTC+9",0xa453...bda12a,0x2968...c4e5a8,-50,0.000775,153036337.0
0xa224...227f43,37942966,"Sep 08, 2020  22:58:00  /  UTC+9",0xa224...227f43,0x2968...c4e5a8,-6000,0.000775,153030337.0
0xa22c...c573d9,37943106,"Sep 08, 2020  23:00:20  /  UTC+9",0xa22c...c573d9,0x2968...c4e5a8,-8390,0.000775,153021947.0
0x0421...638fd8,37943560,"Sep 08, 2020  23:07:54  /  UTC+9",0x0421...638fd8,0x2968...c4e5a8,-25464,0.000775,152996483.0
0x6c21...2a0f1c,37943701,"Sep 08, 2020  23:10:15  /  UTC+9",0x6c21...2a0f1c,0x2968...c4e5a8,-3059,0.000775,152993423.0
0x7011...5923c4,37943971,"Sep 08, 2020  23:14:45  /  UTC+9",0x7011...5923c4,0x2968...c4e5a8,45,0.000775,152985047.0
0xf05b...7ee1bc,37943963,"Sep 08, 2020  23:14:37  /  UTC+9",0xf05b...7ee1bc,0x2968...c4e5a8,-8420,0.000775,152985047.0
